logins_per_week,avg_time_per_session,quiz_score_avg,modules_completed,days_since_login,revisit_count,assignment_submissions,forum_activity,video_watch_pct,at_risk
7,44.03348120662194,92.4280513564851,11,23,5,5,8,67.98033862262807,0
4,37.72874870419097,35.663290783143715,16,24,0,1,0,6.380510908885647,1
7,38.882956346943786,25.548904070013236,7,3,1,3,0,16.41287464282614,1
5,32.4522696507558,28.062240110194132,10,5,3,2,0,43.84332016662039,1
1,66.89708062361389,21.45774605212398,2,8,2,1,0,27.12817063942743,1
9,25.341479237829297,27.555436860474273,5,21,0,2,1,7.767398205762046,1
4,55.305135730545814,74.64054187330855,8,13,4,9,4,77.32780207711014,0
3,80.0,25.695091876818317,5,27,0,2,0,35.552402840667575,1
7,83.3175564741278,45.5180504235009,8,11,8,6,4,72.30645744317059,0
4,5.0,87.59002487755636,6,27,4,1,0,25.267829522232617,1
5,28.69482521579193,21.86175485886607,8,24,2,2,0,60.0,1
5,49.28791887909212,85.15747860711487,17,19,7,6,7,77.20343892858554,0
7,87.62117784114866,42.548381981872,11,23,7,11,2,80.73796944356721,0
3,5.0,29.4531862097325,7,24,3,3,0,12.764409278509836,1
8,83.89338248237169,75.73897322913206,7,3,9,9,2,74.48775191220697,0
7,61.26970273468913,70.31542774239071,17,20,6,8,5,66.23818589184052,0
3,91.43360747781179,90.19776108216423,19,29,3,6,6,68.00977330420157,0
3,75.90449516690485,78.80568350431086,14,23,6,5,4,65.16907905282503,0
7,56.411100301645014,84.27847443078788,6,11,6,7,6,77.0662060614533,0
2,69.75951942173624,42.562765805704515,10,9,4,8,3,71.22467063527381,0
2,70.03905930377192,34.195163502377824,19,29,3,0,1,7.3150574056465665,1
8,79.78356701275587,80.04918013126867,15,21,2,7,6,69.73723955656378,0
1,55.70691206020566,84.54677914138112,3,27,1,1,0,43.835162886116514,1
11,69.41296595768611,99.24041136005387,5,6,4,11,3,70.47052624149563,0
10,77.90614505298662,53.00941415291412,2,2,4,8,7,70.95306932735225,0
2,70.66046614386066,49.761446863422655,8,22,5,10,5,73.6389390573019,0
4,96.93882488777992,82.11303685935974,9,27,6,5,2,61.09406209471387,0
2,85.48045548142105,47.264283220241424,13,13,6,8,2,52.06795425001732,0
4,69.85038406518507,94.46058604828518,10,23,4,9,5,79.36909967341417,0
9,74.33378194995346,88.67302014744095,17,9,4,5,4,65.89590165198747,0
5,75.91331102964,54.319522190001464,11,15,3,6,2,72.56866071527493,0
8,78.06599208333648,80.06968542331978,11,15,5,10,1,65.77809880167557,0
2,33.48684008670784,80.36342992677459,12,21,8,5,3,69.90907261339608,0
4,59.06352508658708,28.24990950687461,12,9,0,4,1,25.672346978984272,1
5,40.31121863613147,92.20423253436533,18,24,7,10,4,55.47874616269258,0
7,95.56561894918973,60.42018979582857,18,12,8,9,3,77.10597491152986,0
6,68.78300959994145,86.11659728861933,13,5,4,7,5,60.953198676608196,0
3,66.13318100640754,45.603968082448944,3,11,5,6,7,72.45927221342215,0
3,87.9359466406647,91.64185827969604,12,8,9,6,5,76.15690332853117,0
9,78.4464959489975,51.13613429873305,7,12,8,7,4,61.19780926595377,0
7,16.451669895014227,20.86701211842387,18,3,2,3,0,22.66110853775638,1
10,68.58189274945262,92.4305581135411,11,23,6,7,3,100.0,0
6,30.216876496315678,27.302934142890685,17,10,0,1,0,17.793696708947586,1
5,29.240429423560897,45.54509100723319,5,19,0,1,0,30.686854496038556,1
2,56.19447533525591,96.0049573640644,17,17,4,6,2,99.09195324355186,0
6,66.32919355967068,96.04857175500449,18,25,4,6,4,81.8486162028084,0
6,67.70098137016315,65.87503104986288,4,10,4,4,1,65.49335786758672,0
12,40.35537152645382,70.54697697358394,8,24,4,6,8,68.99325418697333,0
5,20.169459177907356,55.87564175826558,2,20,0,2,0,10.944134853007997,1
11,67.95793882217122,43.456861735845166,9,3,3,8,8,83.22544640436614,0
8,70.75106153321126,46.29316362959328,18,17,4,11,5,78.49406062088032,0
4,78.01283276679673,73.80147648616307,2,0,2,7,6,62.283612726073855,0
7,54.238474921926574,80.1899623550144,14,26,8,9,4,54.36737789352333,0
4,22.37132589546009,83.32632349806788,0,6,0,3,0,41.36541863787215,1
4,62.65850707963634,83.16945142356431,6,5,5,10,6,84.79771005706301,0
1,63.288234810705404,27.29648824389523,11,14,1,2,1,38.85974018680225,1
6,81.46894986710798,59.553624376206514,16,17,6,8,6,73.22476804499128,0
6,40.68666777137671,24.604700801331543,19,23,2,2,0,0.0,1
2,84.49658746971663,63.96231058589884,4,10,6,5,4,48.047453450433906,0
5,58.950238171511344,55.32244010987016,3,19,1,3,0,10.885341080759245,1
4,59.58738786875402,91.01633462066398,11,23,2,7,6,70.63058555495846,0
2,38.04760541663087,48.07320100416629,19,14,3,8,7,83.60851990086431,0
5,24.102127059966193,29.36536131420847,17,15,2,0,1,34.01370673623002,1
9,5.0,31.43933456422687,16,6,3,0,3,27.091786990437956,1
10,100.85613547539364,80.92085053739778,18,20,6,5,3,80.69947264930948,0
9,63.284281220405006,69.45744506530089,8,9,4,7,1,80.98522119475787,0
1,62.723827492850845,28.08981408982322,3,25,0,2,1,18.68599653124351,1
0,47.18110186960733,26.728544489199795,1,11,2,4,0,23.942896391838165,1
8,66.68458388345381,76.0775305167296,3,23,0,3,1,17.328437068261906,1
8,26.052715441676582,25.821040509135482,1,13,4,3,0,21.845083407017636,1
10,102.11355916164909,85.7488047432285,14,24,9,6,4,68.42841982477698,0
4,67.16674736255513,76.4993781725197,1,4,7,5,5,62.29767454338919,0
4,55.55192123584544,26.50790245135198,3,25,4,1,0,41.12681123472635,1
3,10.824832149386129,26.787017126815353,5,20,2,0,0,12.750804552685201,1
3,44.70270598732377,98.93116628009403,6,17,2,4,0,44.21904468102014,1
7,110.7106291343919,49.941663660489624,9,4,6,9,1,69.12366534220207,0
2,109.84188814994907,49.65137176535127,18,2,5,6,6,42.37651575273159,0
7,67.37777322639035,85.0239653806002,18,22,2,5,3,86.9289110121787,0
9,58.44931471961574,95.7798861907087,11,25,9,10,1,30.0,0
5,83.94476092780626,98.88008510582966,2,4,6,6,3,40.23807899863587,0
12,63.04950114962284,80.27025482071534,12,23,6,7,3,77.90995119221007,0
2,46.86889565865327,50.10076684247326,17,16,5,7,7,77.90606798017173,0
1,30.208587059386566,26.6800573358935,7,18,0,1,0,50.051408508746334,1
9,94.3289477455416,82.17175327419494,14,18,4,9,5,72.21733135454868,0
6,80.0,64.6723399788644,0,24,4,2,0,11.374881224380221,1
0,63.07005699563088,53.937760739758104,2,20,3,4,1,25.462730005802605,1
4,63.2514733637568,92.50835080757888,7,11,2,1,1,60.0,1
4,48.71092637984728,28.895798584492105,3,24,1,3,0,6.361539958004418,1
2,60.00257930989935,59.41000834326873,15,28,5,7,2,70.31262223206657,0
2,5.0,20.908291581393527,9,8,4,0,0,20.158831709149865,1
6,90.43926310120007,57.4928513595301,11,0,4,4,2,69.56647714753208,0
0,30.38851173595051,24.504262054546988,13,17,0,1,2,44.00910469477573,1
5,5.0,29.505433301445755,13,20,0,3,0,19.206443669329488,1
1,16.851684195691327,29.40209974216839,1,3,0,2,0,41.78368407560761,1
5,63.13616862626576,71.93682416928509,4,9,2,3,8,50.725830070677574,0
9,39.23352328605255,79.68359034123387,4,24,2,1,2,25.994121060163522,1
6,78.96156682025783,66.66950120777277,5,6,4,8,4,66.45948714765939,0
2,100.64760765175244,96.97380387796335,12,21,5,5,6,86.18274349763445,0
8,78.4107341180814,49.98964636189633,8,22,3,5,4,37.61096597020348,0
4,106.96218208211104,42.85696690254886,14,0,4,9,8,62.514876033553165,0
7,80.80035603446282,89.48793025515683,13,16,7,7,5,43.59045334993745,0
5,5.0,37.88766708155621,6,23,0,1,0,43.07013903635388,1
4,63.529701064310856,97.0578031552489,19,28,5,6,3,62.912486603726435,0
3,22.222806039286507,20.972357975185307,1,28,1,1,0,48.00434268599385,1
5,88.21888807678951,97.59030613661112,6,1,6,5,3,60.92688401486225,0
6,19.716715637460634,23.45279295604609,5,27,2,2,1,37.70280614769851,1
5,84.58473898621506,91.29144909584569,16,25,5,6,4,79.29485037644722,0
4,68.33656456130761,62.21608872690399,1,10,8,3,3,76.8200911141387,0
9,97.54670059056684,99.43718368954403,2,8,7,7,9,78.27097514167363,0
3,62.805011053424096,25.90372517883191,4,6,5,3,0,39.23749105357241,1
4,16.3953653159926,64.30834275210566,4,21,1,1,0,6.823476887659535,1
1,48.374091565847365,97.54420284952792,0,16,3,2,1,35.15256481166511,1
4,39.720535430478535,61.847827533611905,7,16,0,1,0,8.783359782638307,1
11,82.11027302248331,70.351891050821,11,1,8,7,4,37.348304485422275,0
2,71.28815044863885,75.65989511876937,3,5,7,3,4,75.91167895556288,0
7,81.41891389207746,56.36328518142186,12,13,3,9,5,74.63707281002196,0
8,53.711943580136186,70.20464640672508,14,5,3,6,5,70.9322635912859,0
7,81.40972172159381,66.74514495384801,10,1,4,4,4,67.76029867192487,0
10,89.88829056415169,92.09264083927911,9,0,7,8,1,31.508209211013792,0
4,34.53986503954831,23.63571042731663,2,9,2,4,1,27.154462509822967,1
6,110.27108589297399,42.477055167378424,13,20,6,9,2,96.8415806661606,0
8,74.88196887004773,96.0329187261247,15,4,6,7,3,70.19351943352459,0
7,75.47822173694358,91.2211027112733,9,1,8,6,5,65.39065241987923,0
5,39.536550716523045,56.45254022285704,9,21,6,6,5,70.25359293385169,0
8,59.371771977231504,69.61060782412294,11,15,3,7,8,75.32159302942013,0
5,66.13835851986775,42.19049463849061,8,24,4,6,3,79.88230367034197,0
2,52.08214910878088,35.0496927779009,0,1,0,2,0,22.29796593385223,1
5,57.77997751820742,57.09587239519857,4,9,4,8,5,76.37379403590526,0
11,85.92680039497665,48.268178242084225,19,1,5,6,7,95.14976204142039,0
2,69.9675656607324,66.69248894806977,7,15,3,7,6,85.09376199149072,0
3,25.316762677579717,26.218770957198785,10,15,3,0,0,24.201494986548518,1
7,74.97787938266512,97.95158461329332,11,18,3,6,1,60.148444624724256,0
6,30.698481075979878,98.89685955836823,0,28,0,4,0,20.938202545314056,1
7,61.41925503814669,75.85293712157961,19,6,8,5,3,58.139895401161084,0
8,35.90428188419771,62.88770930752963,10,21,7,7,3,75.30349220110695,0
8,65.04091585344221,44.76220930290622,4,11,4,7,2,80.9871479385715,0
2,60.40063707702547,85.10360157655589,14,23,6,8,5,62.338342121432916,0
11,59.68038021301841,74.77849380431034,4,14,3,5,8,71.31946416211413,0
4,28.824008558753185,33.00935514759131,11,7,1,0,1,8.333143503763367,1
9,83.1726390558102,92.8741747595074,4,5,5,8,6,59.34593652532138,0
9,74.64389009284655,85.80297943385352,16,27,5,7,4,95.0407518932147,0
4,89.90830380898949,95.98399306335392,16,26,3,5,2,49.231050629089765,0
8,81.5112385166073,78.0575606710688,11,9,2,9,6,99.09537164092576,0
5,64.09887620388716,69.07321567486319,14,2,3,3,2,85.01989202199388,0
2,60.7428742857124,53.45944290324951,14,18,8,8,5,68.65411635508332,0
3,43.64196491631724,94.61827866832107,5,16,0,2,2,14.859233675671193,1
1,19.280761427867212,89.28511116003267,11,6,1,3,1,35.6899304819051,1
4,48.71895259430945,23.617493608495153,19,20,2,1,2,27.27771324462356,1
0,24.761175237298325,22.109357959780162,17,19,3,2,0,14.709077101844818,1
7,59.17053986985662,50.117069350243966,13,25,8,6,3,88.82839369951873,0
6,67.95987439745477,84.84426646254663,1,3,4,6,3,99.52981150576876,0
8,83.4203560983554,98.98209034519556,8,13,2,7,1,72.99069880981011,0
0,39.55939854966119,32.033351288282255,4,19,1,2,2,36.48464659724043,1
4,88.77938937409584,67.5304572281708,19,21,9,5,6,61.81410939045709,0
6,68.72244334337307,50.47126853048172,0,14,6,5,3,67.25363823083073,0
7,74.91717940546272,97.59315182516826,2,23,4,0,1,24.64193547535821,1
6,50.021272475088175,87.36951385085669,5,7,7,3,4,52.31587896838932,0
3,24.935924368180586,87.06629637689103,4,20,0,1,0,50.33233288454015,1
7,76.84451158848691,57.49545278359762,4,14,5,12,1,74.53920288919382,0
1,29.13159140446966,53.185560187013216,0,21,4,5,0,8.535349546320838,1
6,70.89139221778544,41.8725657544565,16,19,6,9,8,82.24905355536569,0
2,45.25005781703668,24.51003973207417,18,27,2,0,2,15.093289479886252,1
8,46.97546684985711,89.17779010040425,13,13,5,8,5,53.559819281934196,0
11,92.09994403608829,85.03208073040621,11,26,7,8,9,57.95436398403632,0
8,62.4493770288035,99.97741386289044,9,28,7,9,6,94.8176992129755,0
10,95.15226225153302,99.73094696591244,19,8,6,6,5,66.20679901332439,0
4,59.330951084481995,64.4345364482102,17,7,7,10,6,33.3743951964627,0
5,49.467490342316424,81.51899321444084,10,25,5,5,4,88.1509889976339,0
6,34.947502623947265,95.58125839059424,1,27,3,2,0,21.036860725084523,1
7,68.09703753845359,87.97179125419292,17,25,2,7,4,42.25887991182391,0
3,45.943200476164435,39.78784813945581,6,16,2,2,2,32.58796537174234,1
9,65.67997156853774,56.04353082480748,14,1,7,6,4,77.81505844907355,0
9,42.79964192642707,30.3327532121196,10,24,2,0,0,13.660370630274823,1
7,66.576412604072,96.32408218069779,17,23,5,6,4,96.9762246874723,0
9,68.67775212095987,68.49397075607041,11,29,3,11,4,57.20848206145104,0
5,51.14817113702371,38.29142444027702,5,2,0,2,1,22.165281332310634,1
13,77.83396032020946,73.73605475246853,19,7,7,9,6,59.50646082132367,0
6,68.21593404616664,69.45025923663167,12,11,7,8,5,46.86710658719166,0
2,102.20585960965741,48.65301744262724,19,0,2,6,4,83.28291058458932,0
7,52.08103289843247,29.08460737597032,15,9,0,2,2,32.30629838673391,1
7,33.83409343000971,73.72585564742397,17,19,5,5,1,74.25517674548279,0
6,82.36136987860084,61.62461607230347,9,2,5,5,5,76.40185289887967,0
9,76.93054036626,81.78547133885115,7,5,4,3,6,59.7179072096737,0
9,49.83133958937708,61.61308008895947,17,6,5,4,4,54.9145736902271,0
3,59.96435311943459,88.1745200254832,0,19,2,2,0,12.226122512475966,1
0,52.87337506044982,64.15254710195885,7,22,2,1,1,21.876659355808705,1
2,80.0,64.87503772283091,5,24,3,2,0,16.954809595652172,1
3,80.0,90.1322882126676,4,26,3,0,1,16.6893342386788,1
2,60.835539414869984,52.27862929699177,14,17,5,8,7,70.43761640152144,0
2,5.0,30.72121827605126,14,10,2,2,0,46.011659142934775,1
0,64.73664932254533,22.302614105067118,1,18,2,4,1,31.839525998208835,1
9,60.187755319466945,80.41098045388952,0,4,4,5,2,54.61084990450858,0
4,64.34481344741263,69.62476410827718,10,18,5,7,6,70.36971067315814,0
2,47.582060524636816,76.32638144793788,9,10,8,8,5,49.9775977361726,0
8,31.06713906370787,37.03713292071286,17,23,3,3,0,16.3416856542683,1
2,52.245396202107855,30.90971804694158,17,11,4,3,0,46.18144562016384,1
4,8.811284417475491,21.163573253430556,16,9,0,2,0,17.963940730842722,1
3,74.94542904217512,48.04700470452776,7,7,6,7,10,56.153212236452056,0
10,87.73158985515299,67.19341494837064,14,23,9,9,4,68.91356395536575,0
6,52.45888060826616,51.379523607978584,7,27,1,0,0,46.45045583382054,1
5,51.51463194809857,54.99799376189833,16,27,5,7,4,69.06229347734185,0
3,94.26358376783179,92.33269555949987,11,8,7,7,6,85.61661724786845,0
5,80.6578344045408,47.86043736186403,7,3,7,3,6,79.79511907464855,0
7,57.654285862422256,61.119159132784866,13,4,7,5,5,100.0,0
0,44.797455045694505,82.69224101929144,3,20,0,1,0,44.136577311374836,1
5,94.13071446908604,51.72342258570161,0,7,8,7,3,73.06000571616538,0
0,5.0,69.76693601822987,0,22,0,1,0,9.292234671276576,1
3,51.99679544252675,88.98909669973962,18,8,7,6,5,66.96335238724997,0
2,61.731025930564094,95.96164989261138,15,14,5,4,6,53.08743629370255,0
7,6.955146452930208,31.765878474323035,13,14,3,2,1,25.495238154022893,1
2,66.22810341705024,94.12701001291956,15,15,5,9,7,85.13487215397473,0
6,88.77914356469702,59.369303446363055,4,13,5,8,3,66.38418678109053,0
13,39.40451839781328,40.659551063916666,8,7,2,6,2,74.10903605397007,0
5,58.42051679461987,56.7308604990609,1,17,3,1,0,35.02372185912029,1
3,73.61742222964865,98.40260602283817,17,9,2,12,4,82.69527139309031,0
0,31.347249673329436,59.40944751942957,5,27,1,0,2,52.30052219151159,1
6,57.459027706045184,46.300128823000655,8,19,9,4,4,73.65430032234737,0
7,34.63886561651206,70.67206834533806,0,5,5,5,4,67.48552711767454,0
2,54.70264226108182,39.21164950225545,8,11,0,0,1,34.203041937777826,1
4,40.1276308192663,26.06906624869311,15,1,3,2,1,7.836177756030697,1
2,5.0,30.310377752851938,12,6,0,2,0,14.81943801832583,1
3,5.0,30.243667116621793,8,15,0,0,0,39.99071419589185,1
0,28.420315601201906,32.15221548098355,12,2,0,1,1,23.138074377734437,1
3,61.12202503339978,31.10617381195281,8,12,0,1,1,6.877113124629414,1
10,43.75065393102901,71.26997958425717,10,2,6,8,5,61.125312769863314,0
2,58.28154328448068,34.55040675193159,3,26,3,5,1,25.73075019090711,1
4,20.259076421273694,47.65338266590906,1,17,1,0,0,42.12844805452015,1
4,53.23276239998385,91.74307279248094,5,10,6,8,3,61.79172339601041,0
4,45.74685734753373,57.916931221029785,13,7,6,7,10,96.846861554626,0
9,85.63885070903837,73.40461908168217,3,5,5,3,5,74.44276830982696,0
1,39.79295420184527,33.78558969613039,5,0,1,2,0,23.42769451089306,1
7,36.52252359370827,35.38312150469366,18,27,1,2,0,22.92148564903884,1
6,66.77184276591214,23.26948930131831,5,0,2,3,0,0.0,1
2,25.897789596680788,33.514805045773166,1,22,4,4,1,18.289555762581763,1
5,54.73069393381777,42.287227122556686,17,7,5,5,2,63.872507227656904,0
5,40.399909724128385,34.160838742139745,12,4,0,2,2,48.45942005289556,1
5,32.00346531426947,27.096202700564447,8,27,2,1,0,12.546480494990732,1
0,80.0,29.650869688048065,18,15,3,2,1,31.93378493939573,1
2,36.48839100751811,56.86230144261806,12,10,5,3,3,85.43316162518417,0
2,31.813188495627514,36.5066974724634,10,4,1,3,3,25.168122297938485,1
4,103.54401019932192,49.14158888384604,0,3,5,7,5,67.90728957500394,0
9,5.0,60.27338166838855,6,29,2,5,0,28.709349993613785,1
9,43.70242671191176,75.23158629034923,14,5,7,6,5,75.13179130164485,0
2,42.29883543518263,23.144971187287915,0,13,2,0,2,10.788656574723117,1
12,60.492155155709156,83.95283191272341,11,21,7,6,4,79.90388060059824,0
8,62.43378284775838,70.23203115927262,6,18,3,3,1,7.667559368068538,1
0,44.58189663292759,26.540722555909753,14,8,1,3,2,0.0,1
5,120.0,89.88628992854218,18,11,5,7,2,79.77762357970533,0
13,64.96896199631728,93.66979204254505,0,10,3,8,1,76.9436916923967,0
8,29.62724005030848,24.8862367883891,16,13,2,0,0,48.96512495057475,1
7,99.87419518011069,42.1502118517763,16,22,4,6,7,87.96241774846546,0
8,82.22141810221142,84.4961023834449,2,15,5,6,7,71.30041857228301,0
11,54.670671379604244,79.86077523069267,11,0,3,7,3,81.14493116408727,0
2,5.0,34.76168154851018,5,12,3,0,1,33.49266086155259,1
4,36.09130306954472,36.747945866936824,10,22,2,2,0,39.50325125133615,1
4,56.729682759298825,49.63776822331056,2,20,1,1,1,29.84005946113017,1
6,18.645548459229097,58.761838815281706,7,20,1,2,1,41.583897179342266,1
7,105.74479929209338,69.46038172242368,13,29,8,6,6,81.90902681365765,0
4,61.32019075568086,49.51309116558179,13,12,8,7,3,73.20394861846474,0
2,99.91143472964853,57.002777290651835,9,1,9,6,4,51.860132983323794,0
7,95.56869915931429,79.79767505070052,1,3,5,6,5,74.54115688757564,0
3,29.357122196537958,22.934656231247832,13,27,4,1,0,6.976969078910699,1
6,90.66379728726295,40.19495554752166,8,5,7,7,6,78.7559404228273,0
2,17.52243189748812,77.0679668707642,2,25,0,2,2,31.710794447101414,1
4,47.56092520855766,91.61654701497595,7,26,2,3,1,18.904647229443647,1
3,61.50803667955715,60.93419536925329,15,22,9,6,2,79.8475912476284,0
3,55.629944789212644,62.569078821225254,1,26,2,2,0,19.604610014487648,1
0,22.714294761189283,28.573760907182084,5,4,2,2,1,47.809013526448176,1
9,63.85903318149797,55.79298934587637,11,24,4,7,5,66.52872908192512,0
4,92.87132089857226,62.60938131640185,4,2,9,6,5,73.68292258084253,0
4,67.4896996285512,39.39764029077837,1,0,1,1,2,17.008101803793295,1
12,53.134033774300946,41.539458475950475,15,3,5,7,6,78.86032067266287,0
7,5.0,50.18273304836981,4,24,2,3,0,34.02904355654863,1
2,19.91840734089945,21.60569582221811,14,19,2,1,0,24.378130565053215,1
3,20.0,45.76633324665426,11,1,4,7,2,74.5473074256441,0
0,43.03314544290035,36.91584055972357,3,25,1,2,1,14.761899307696815,1
10,77.83657415432204,46.19978817423317,14,29,3,7,8,58.75499573581129,0
8,27.328209690123746,29.580970545540097,10,29,1,1,0,29.15491496678651,1
6,87.83401162139151,91.2421824591916,15,4,9,7,6,50.518874700842616,0
2,56.55212831346996,67.48739628432389,5,2,7,10,3,95.83401086480538,0
5,76.72999577641802,74.32818553155917,13,28,7,8,6,92.29226987715016,0
5,38.660812576652944,83.13369908858706,17,27,8,8,4,76.77550301463909,0
4,78.14180766797664,59.87537591432458,11,28,9,8,3,66.64902375486864,0
0,57.6479417957996,26.953623046993897,10,8,2,3,1,3.2967554985894516,1
5,50.10287295064918,62.968523345483824,12,19,3,9,5,81.37098559260951,0
4,54.803957360244496,66.94728944167034,10,5,4,8,3,96.36740349252926,0
3,55.79969114216895,79.6351579347464,15,17,5,9,5,61.44404890604885,0
4,72.5999645160319,54.53276369837435,14,5,5,4,1,53.236209360650136,0
2,60.65315033244025,30.2064242236451,14,18,2,2,3,35.59781160130941,1
3,69.0768047424377,42.702072463897956,3,27,4,2,1,22.43243207137698,1
5,86.9367989093833,49.046583711890804,10,11,6,7,7,54.87203787621031,0
5,80.68694426907568,71.67337930652809,18,24,4,5,6,66.29713161233721,0
8,34.631691487238555,65.66226437351295,14,10,2,8,4,46.59349798292453,0
8,89.90335330317212,48.4877380718277,3,1,4,3,6,86.68223594209897,0
2,88.7473482850736,98.92121990343837,12,14,4,5,3,82.8535790575765,0
10,86.60322744692608,68.46198554855097,18,11,5,6,5,61.378101591770246,0
6,78.23212134126643,38.97814333887956,1,11,2,3,0,1.9872855896916803,1
3,27.17670141206299,28.1425978096323,13,8,1,2,0,60.0,1
4,34.69870006222841,32.22873113474656,3,20,3,4,1,4.548936289937288,1
3,21.946912800243606,39.67661827076065,15,23,2,4,1,27.721885104138085,1
7,80.0,32.85450986076445,19,1,1,2,0,0.0,1
0,44.84141340575935,34.925361924104465,13,21,1,0,0,0.0,1
2,68.27565803985094,42.807613495507766,14,2,3,4,2,73.8448697945328,0
7,57.27847099924892,33.86988762358038,2,11,1,1,1,27.615513816524548,1
6,55.38271558620066,91.74123397011401,7,27,3,3,0,43.92248486203576,1
9,36.24545952840232,26.418699652931377,15,29,3,4,1,30.99320261523559,1
10,50.054700840631696,61.960911165620374,9,25,6,7,4,71.2023964073133,0
8,60.722911409881085,52.83174615917292,3,15,5,6,4,85.57981430979602,0
2,48.03627232443701,98.59028935268852,17,20,4,5,4,40.1172165047618,0
7,5.0,28.963112173444188,1,27,2,2,0,38.93276869075336,1
6,61.87779285953194,51.82844792365933,16,23,7,5,5,90.74586097872407,0
5,71.93509836877601,97.55763466202951,12,25,6,9,10,62.32197398359723,0
7,72.82857255444628,89.24057007151842,3,29,1,1,0,27.16078347289745,1
8,41.08963704509353,85.3657656759424,10,0,6,8,4,91.22115729039719,0
0,73.25862894379675,40.632226163595185,6,20,0,2,0,36.577757287101925,1
2,36.798510267833905,33.67100699120527,11,2,2,0,1,37.47599707522266,1
8,91.49059580459863,73.49145759395448,9,19,7,9,1,65.68961688775548,0
2,74.50539444030093,94.35007913020686,6,1,4,7,5,100.0,0
5,82.13524300412814,64.54103144111438,12,8,5,7,6,98.11636670399866,0
7,35.69607352879639,65.72901515759199,6,18,0,0,1,38.992583385433555,1
9,63.80578376386855,42.39832749282273,16,14,6,5,3,60.87769672569386,0
13,58.510265891674486,81.55943465535495,9,17,7,7,8,71.75561553371895,0
3,54.24963528867609,34.96349988460187,9,25,1,3,0,30.16000159457554,1
7,80.19027127859371,45.89433891233949,3,10,3,9,1,51.349618935859695,0
7,66.25339380357399,54.034915089313344,19,24,4,9,2,71.20061903822891,0
6,20.594573481835223,60.6088302947564,3,22,0,1,0,28.778041724770382,1
2,12.942682220719224,39.392778593206415,6,15,4,2,0,18.74962019806397,1
4,42.9756126961461,29.186945979136283,0,21,1,2,0,21.687185798056728,1
10,70.42445301668516,68.8496033953306,11,16,7,6,4,90.62196955082169,0
5,51.30812210203058,43.09044425922046,12,4,5,3,7,61.59163982358448,0
8,71.55170778972781,66.49905771380898,9,11,4,5,3,95.41263637286585,0
3,80.0,32.34901722193619,14,10,1,0,1,18.304022517767265,1
4,78.89936630752352,58.4912081483854,12,29,6,6,8,76.61623992790605,0
5,70.62126852797863,62.60715460412687,8,14,6,7,4,65.39840973004554,0
4,46.64753667039219,24.145882945794153,8,26,0,3,0,36.38134288984058,1
4,76.61734056812702,46.92834225551365,14,2,5,6,4,60.74051395362932,0
7,46.321357394599026,30.75317415511794,9,0,4,1,0,30.280372431839208,1
0,51.67766044568002,25.06999763782142,9,19,3,1,2,25.107298841462313,1
1,65.68209390357795,99.19681859119562,7,28,1,0,0,34.62437848661813,1
4,76.49563188220229,45.788307597977834,15,15,3,5,4,49.60047679491589,0
7,79.59879482296557,84.7899556683708,16,1,7,7,3,76.04755249951585,0
5,49.85610024946043,40.37125238110111,4,1,9,8,3,76.33021539116041,0
10,73.36461082367389,74.52021777791434,3,2,8,8,4,66.74927482920359,0
10,26.773922273952763,80.81822879117493,17,7,7,8,6,98.00846930771213,0
9,79.6506741964237,67.65109924862755,18,23,8,6,4,46.54106102649019,0
9,38.86422808227446,57.72609508401267,3,27,2,1,1,12.577897935806549,1
6,84.95092251572919,52.947273131781486,6,14,7,5,4,59.037476504534936,0
3,62.09906295660865,47.90946132343962,9,6,4,3,3,80.65636801137174,0
12,76.1809367004807,94.36233153982607,17,5,6,8,3,54.16233043849239,0
4,98.47907691082334,86.44955262301833,18,8,8,6,1,55.28543622210887,0
7,45.13994891171661,97.20215285332101,3,19,0,3,1,16.374127057189447,1
2,13.527008583156423,29.943777878843576,9,27,2,2,0,14.031085400094327,1
5,72.7863926145912,78.46939801629154,0,0,6,5,6,75.655913644426,0
10,92.21822289468867,95.06723654568303,17,7,5,7,2,81.72143379198292,0
9,47.03324709948118,34.498645293252814,4,22,2,0,2,39.020766187427384,1
3,51.37289232025541,25.3197013893422,14,22,0,1,0,40.24964810973823,1
5,96.71140911073513,79.28965194320472,16,2,9,3,3,82.14668908842137,0
3,89.50401083369532,65.95784905439295,2,3,3,6,4,49.826698288282,0
5,77.3852755529981,87.34630214066176,11,25,8,6,2,37.85920230402181,0
3,32.27954404258604,31.18179013010316,1,24,0,2,0,37.43910529849701,1
7,69.00179533917677,83.62138494879122,0,14,2,5,8,83.96309933598538,0
7,44.99218916419424,36.13018560381956,16,5,2,2,2,29.339569538106417,1
7,5.0,33.09247542925636,15,14,1,0,2,42.1274639160435,1
3,36.314219963345764,33.14126383447943,4,20,2,0,1,13.912951611539448,1
12,49.485532100507854,85.16597761851057,14,2,2,7,5,74.73245212485237,0
5,12.710582927654382,73.215777655696,2,24,3,2,0,49.51908267641802,1
4,21.434683226880082,61.845233981529546,6,20,3,0,2,22.047833153535596,1
8,62.00458977113885,48.7064387298802,10,20,7,9,6,82.93086385819817,0
8,73.14291567405068,90.17604326504866,9,13,6,8,2,68.3272165524131,0
9,69.95523767051638,51.395608593810834,8,19,6,8,5,100.0,0
